key,ra,dec,name,host,confirmed_real,confirmed_galaxy,rhalf,rhalf_em,rhalf_ep,position_angle,position_angle_em,position_angle_ep,ellipticity,ellipticity_em,ellipticity_ep,ellipticity_ul,ref_structure,distance_modulus,distance_modulus_em,distance_modulus_ep,ref_distance,apparent_magnitude_v,apparent_magnitude_v_em,apparent_magnitude_v_ep,ref_m_v,vlos_systemic,vlos_systemic_em,vlos_systemic_ep,vlos_sigma,vlos_sigma_em,vlos_sigma_ep,vlos_sigma_ul,ref_vlos,pmra,pmra_em,pmra_ep,pmdec,pmdec_em,pmdec_ep,ref_proper_motion,metallicity_spectroscopic,metallicity_spectroscopic_em,metallicity_spectroscopic_ep,metallicity_spectroscopic_sigma,metallicity_spectroscopic_sigma_em,metallicity_spectroscopic_sigma_ep,metallicity_spectroscopic_sigma_ul,ref_metallicity_spectroscopic,rcore,rcore_em,rcore_ep,rking,rking_em,rking_ep,ref_structure_king,rad_sersic,rad_sersic_em,rad_sersic_ep,n_sersic,n_sersic_em,n_sersic_ep,ref_structure_sersic,age,age_em,age_ep,ref_age,metallicity_isochrone,metallicity_isochrone_em,metallicity_isochrone_ep,ref_metallicity_isochrone,flux_HI,flux_HI_em,flux_HI_ep,flux_HI_ul,ref_flux_HI,metallicity_photometric,metallicity_photometric_em,metallicity_photometric_ep,metallicity_photometric_sigma,metallicity_photometric_sigma_em,metallicity_photometric_sigma_ep,metallicity_photometric_sigma_ul,ref_metallicity_photometric,M_V,M_V_em,M_V_ep,mass_stellar,distance,distance_em,distance_ep,ll,bb,sg_xx,sg_yy,sg_zz,distance_gc,distance_m31,distance_lg,distance_host,mass_HI,mass_HI_ul,metallicity,metallicity_em,metallicity_ep,metallicity_type,velocity_gsr,velocity_lg,mass_dynamical_wolf,mass_dynamical_wolf_em,mass_dynamical_wolf_ep,mass_dynamical_wolf_ul,rhalf_physical,rhalf_physical_em,rhalf_physical_ep,rhalf_sph_physical,rhalf_sph_physical_em,rhalf_sph_physical_ep,surface_brightness_rhalf,distance_measurement_method
ngc_6401,264.652191,-23.909605,NGC 6401,mw,1,,1.07,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.533,0.064,0.063,Baumgardt2021MNRAS.505.5957B,7.14,0.05,0.05,Baumgardt2020PASA...37...46B,-105.44,2.5,2.5,,,,,Baumgardt2018MNRAS.478.1520B,-2.7477,0.0353,0.0353,1.4441,0.0342,0.0342,Vasiliev2021MNRAS.505.5978V,-1.0,0.12,0.12,,,,,Geisler2023A&A...669A.115G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.39,0.05,0.05,5.19,8.06,0.0,0.0,3.4503947,3.980139,-5.58,-0.08,5.82,0.75,779.97,391.85,0.75,,,-1.0,0.12,0.12,spectroscopic,-77.31,-104.5,,,,,2.51,,,2.51,,,18.18,
ngc_6402,264.400651,-3.245916,NGC 6402,mw,1,,1.33,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.806,0.06,0.06,Baumgardt2021MNRAS.505.5957B,6.02,0.06,0.06,Baumgardt2020PASA...37...46B,-60.71,0.45,0.45,,,,,Baumgardt2018MNRAS.478.1520B,-3.5899,0.0254,0.0254,-5.0588,0.0255,0.0255,Vasiliev2021MNRAS.505.5978V,-1.28,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.79,0.06,0.06,5.75,9.15,0.0,0.0,21.3238742,14.8044096,-3.88,1.45,8.15,3.98,778.56,390.47,3.98,,,-1.28,,,spectroscopic,39.24,29.47,,,,,3.54,,,3.54,,,17.53,
ngc_6426,266.22796,3.170142,NGC 6426,mw,1,,0.86,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,16.581,0.037,0.037,Baumgardt2021MNRAS.505.5957B,10.02,0.04,0.04,Baumgardt2020PASA...37...46B,-210.51,0.51,0.51,,,,,Baumgardt2018MNRAS.478.1520B,-1.828,0.0265,0.0265,-2.9992,0.0265,0.0265,Vasiliev2021MNRAS.505.5978V,-2.15,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,12.95,0.9,0.9,Kruijssen2019MNRAS.486.3180K,,,,,,,,,,,,,,,,,,-6.56,0.04,0.04,4.86,20.71,0.0,0.0,28.086954,16.2336482,-6.57,3.69,19.29,14.49,779.64,391.76,14.49,,,-2.15,,,spectroscopic,-86.39,-88.35,,,,,5.18,,,5.18,,,20.58,
ngc_6440,267.220167,-20.360417,NGC 6440,mw,1,,0.55,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.582,0.064,0.064,Baumgardt2021MNRAS.505.5957B,5.67,0.13,0.13,Baumgardt2020PASA...37...46B,-69.39,0.93,0.93,,,,,Baumgardt2018MNRAS.478.1520B,-1.187,0.0365,0.0365,-4.0196,0.0351,0.0351,Vasiliev2021MNRAS.505.5978V,-0.36,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.91,0.13,0.13,5.8,8.25,0.0,0.0,7.7287445,3.8006828,-5.25,-0.15,6.36,1.24,779.53,391.42,1.24,,,-0.36,,,spectroscopic,-23.16,-44.92,,,,,1.32,,,1.32,,,15.26,
ngc_6441,267.554413,-37.051445,NGC 6441,mw,1,,0.58,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,15.524,0.028,0.028,Baumgardt2021MNRAS.505.5957B,5.67,0.08,0.08,Baumgardt2020PASA...37...46B,18.47,0.56,0.56,,,,,Baumgardt2018MNRAS.478.1520B,-2.5514,0.0283,0.0283,-5.348,0.0276,0.0276,Vasiliev2021MNRAS.505.5978V,-0.394,0.004,0.004,0.08,0.003,0.003,,Latour2025A&A...694A.248L,,,,,,,,,,,,,,,11.26,0.9,0.9,Dotter2011ApJ...738...74D,,,,,,,,,,,,,,,,,,-9.85,0.08,0.08,6.17,12.73,0.0,0.0,353.532233,-5.0057973,-10.24,-1.93,7.31,4.83,783.11,395.04,4.83,,,-0.39,0.0,0.0,spectroscopic,3.0,-31.26,,,,,2.15,,,2.15,,,15.38,
ngc_6453,267.715508,-34.598477,NGC 6453,mw,1,,0.94,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,15.015,0.047,0.047,Baumgardt2021MNRAS.505.5957B,7.21,0.13,0.13,Baumgardt2020PASA...37...46B,-99.23,1.24,1.24,,,,,Baumgardt2018MNRAS.478.1520B,0.2026,0.0356,0.0356,-5.9336,0.0368,0.0368,Vasiliev2021MNRAS.505.5978V,-1.5,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.81,0.13,0.13,5.36,10.07,0.0,0.0,355.7180416,-3.8721621,-7.88,-1.36,6.12,2.15,781.46,393.36,2.15,,,-1.5,,,spectroscopic,-105.22,-137.61,,,,,2.75,,,2.75,,,17.96,
ngc_6496,269.76535,-44.265945,NGC 6496,mw,1,,1.52,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.921,0.034,0.034,Baumgardt2021MNRAS.505.5957B,8.19,0.09,0.09,Baumgardt2020PASA...37...46B,-134.72,0.26,0.26,,,,,Baumgardt2018MNRAS.478.1520B,-3.06,0.0267,0.0267,-9.2711,0.0261,0.0261,Vasiliev2021MNRAS.505.5978V,-0.46,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,11.72,0.53,0.53,Kruijssen2019MNRAS.486.3180K,,,,,,,,,,,,,,,,,,-6.73,0.09,0.09,4.93,9.64,0.0,0.0,348.0269247,-10.0137544,-8.17,-2.2,4.63,2.84,781.71,393.6,2.84,,,-0.46,,,spectroscopic,-173.82,-211.09,,,,,4.26,,,4.26,,,19.99,
ngc_6517,270.46075,-8.958778,NGC 6517,mw,1,,0.63,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.825,0.13,0.132,Baumgardt2021MNRAS.505.5957B,7.36,0.05,0.05,Baumgardt2020PASA...37...46B,-35.06,1.65,1.65,,,,,Baumgardt2018MNRAS.478.1520B,-1.5508,0.0288,0.0288,-4.4698,0.0282,0.0282,Vasiliev2021MNRAS.505.5978V,-1.23,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.46,0.05,0.05,5.22,9.23,0.0,0.0,19.225186,6.7624873,-4.32,0.19,8.15,3.25,778.46,390.37,3.25,,,-1.23,,,spectroscopic,58.26,49.81,,,,,1.69,,,1.69,,,17.25,
ngc_6522,270.891958,-30.033974,NGC 6522,mw,1,,1.17,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.315,0.062,0.062,Baumgardt2021MNRAS.505.5957B,6.79,0.03,0.03,Baumgardt2020PASA...37...46B,-15.23,0.49,0.49,,,,,Baumgardt2018MNRAS.478.1520B,-6.8266,0.0594,0.0594,-2.5885,0.0496,0.0496,Vasiliev2021MNRAS.505.5978V,-1.34,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.52,0.03,0.03,5.24,7.29,0.0,0.0,1.0245929,-3.9255258,-5.27,-1.05,4.94,0.99,779.49,391.37,0.99,,,-1.34,,,spectroscopic,1.49,-24.56,,,,,2.48,,,2.48,,,18.02,
ngc_6528,271.206697,-30.055778,NGC 6528,mw,1,,1.08,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.469,0.065,0.065,Baumgardt2021MNRAS.505.5957B,8.04,0.1,0.1,Baumgardt2020PASA...37...46B,211.86,0.43,0.43,,,,,Baumgardt2018MNRAS.478.1520B,-2.1571,0.0432,0.0432,-5.649,0.0392,0.0392,Vasiliev2021MNRAS.505.5978V,-0.2,0.06,0.06,0.16,,,,Munoz2018A&A...620A..96M,,,,,,,,,,,,,,,11.04,0.41,0.39,Ortolani2025A&A...698A.181O,,,,,,,,,,,,,,,,,,-6.43,0.1,0.1,4.8,7.83,0.0,0.0,1.1385538,-4.1740843,-5.64,-1.16,5.31,0.67,779.7,391.59,0.67,,,-0.2,0.06,0.06,spectroscopic,229.02,203.25,,,,,2.46,,,2.46,,,19.1,
ngc_6535,270.960449,-0.297639,NGC 6535,mw,1,,1.46,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.018,0.042,0.042,Baumgardt2021MNRAS.505.5957B,9.05,0.04,0.04,Baumgardt2020PASA...37...46B,-214.85,0.46,0.46,,,,,Baumgardt2018MNRAS.478.1520B,-4.214,0.0268,0.0268,-2.9387,0.0265,0.0265,Vasiliev2021MNRAS.505.5978V,-1.79,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,12.17,0.63,0.63,Kruijssen2019MNRAS.486.3180K,,,,,,,,,,,,,,,,,,-4.97,0.04,0.04,4.22,6.36,0.0,0.0,27.1755191,10.4357785,-2.16,0.5,5.96,4.0,777.1,388.98,4.0,,,-1.79,,,spectroscopic,-91.84,-91.88,,,,,2.7,,,2.7,,,20.76,
ngc_6539,271.207276,-7.585858,NGC 6539,mw,1,,1.55,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.56,0.103,0.103,Baumgardt2021MNRAS.505.5957B,6.79,0.04,0.04,Baumgardt2020PASA...37...46B,35.19,0.5,0.5,,,,,Baumgardt2018MNRAS.478.1520B,-6.8958,0.0264,0.0264,-3.5374,0.026,0.026,Vasiliev2021MNRAS.505.5978V,-0.63,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.77,0.04,0.04,5.34,8.17,0.0,0.0,20.7951272,6.7756992,-3.63,0.16,7.31,3.08,778.0,389.89,3.08,,,-0.63,,,spectroscopic,134.67,128.26,,,,,3.68,,,3.68,,,18.63,
ngc_6540,271.535657,-27.765286,NGC 6540,mw,1,,1.54,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,13.858,0.1,0.1,Baumgardt2021MNRAS.505.5957B,7.7,0.11,0.11,Baumgardt2020PASA...37...46B,-16.5,0.78,0.78,,,,,Baumgardt2018MNRAS.478.1520B,-3.7019,0.032,0.032,-2.7911,0.0318,0.0318,Vasiliev2021MNRAS.505.5978V,-1.09,0.06,0.06,,,,,Geisler2025arXiv250809970G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.16,0.11,0.11,4.7,5.91,0.0,0.0,3.2850129,-3.3128655,-4.1,-0.81,4.17,2.28,778.71,390.58,2.28,,,-1.09,0.06,0.06,spectroscopic,9.96,-13.66,,,,,2.65,,,2.65,,,19.53,
ngc_6541,272.009827,-43.714889,NGC 6541,mw,1,,1.03,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.407,0.029,0.029,Baumgardt2021MNRAS.505.5957B,6.17,0.04,0.04,Baumgardt2020PASA...37...46B,-163.97,0.46,0.46,,,,,Baumgardt2018MNRAS.478.1520B,0.2866,0.0249,0.0249,-8.8472,0.0245,0.0245,Vasiliev2021MNRAS.505.5978V,-1.74,0.001,0.001,0.028,0.001,0.001,,Latour2025A&A...694A.248L,,,,,,,,,,,,,,,12.89,0.53,0.53,Kruijssen2019MNRAS.486.3180K,,,,,,,,,,,,,,,,,,-8.24,0.04,0.04,5.53,7.61,0.0,0.0,349.2860661,-11.188188,-6.34,-1.9,3.76,2.17,780.37,392.24,2.17,,,-1.74,0.0,0.0,spectroscopic,-197.84,-233.01,,,,,2.28,,,2.28,,,17.12,
ngc_6544,271.833833,-24.998222,NGC 6544,mw,1,,2.05,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,12.06,0.048,0.049,Baumgardt2021MNRAS.505.5957B,5.51,0.23,0.23,Baumgardt2020PASA...37...46B,-38.46,0.67,0.67,,,,,Baumgardt2018MNRAS.478.1520B,-2.3041,0.0308,0.0308,-18.604,0.0305,0.0305,Vasiliev2021MNRAS.505.5978V,-1.4,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,10.37,0.9,0.9,Dotter2011ApJ...738...74D,,,,,,,,,,,,,,,,,,-6.55,0.23,0.23,4.85,2.58,0.0,0.0,5.8365273,-2.2024491,-1.71,-0.31,1.91,5.56,777.24,389.1,5.56,,,-1.4,,,spectroscopic,-0.98,-22.02,,,,,1.54,,,1.54,,,17.96,
ngc_6553,272.322992,-25.908067,NGC 6553,mw,1,,1.48,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,13.634,0.052,0.052,Baumgardt2021MNRAS.505.5957B,6.1,0.06,0.06,Baumgardt2020PASA...37...46B,-0.27,0.34,0.34,,,,,Baumgardt2018MNRAS.478.1520B,0.3445,0.0301,0.0301,-0.4538,0.0295,0.0295,Vasiliev2021MNRAS.505.5978V,-0.1,0.01,0.01,,,,,Montecinos2021MNRAS.503.4336M,,,,,,,,,,,,,,,11.13,0.63,0.55,Ortolani2025A&A...698A.181O,,,,,,,,,,,,,,,,,,-7.53,0.06,0.06,5.25,5.33,0.0,0.0,5.2532897,-3.0291535,-3.57,-0.71,3.89,2.88,778.32,390.19,2.88,,,-0.1,0.01,0.01,spectroscopic,34.6,13.27,,,,,2.3,,,2.3,,,17.84,
ngc_6558,272.573974,-31.764508,NGC 6558,mw,1,,0.68,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.368,0.084,0.084,Baumgardt2021MNRAS.505.5957B,8.31,0.06,0.06,Baumgardt2020PASA...37...46B,-195.12,0.73,0.73,,,,,Baumgardt2018MNRAS.478.1520B,-1.7199,0.0361,0.0361,-4.1438,0.0337,0.0337,Vasiliev2021MNRAS.505.5978V,-1.15,0.08,0.08,,,,,GonzalezDiaz2023MNRAS.526.6274G,,,,,,,,,,,,,,,13.0,0.9,0.9,Souza2024A&A...690A..37S,,,,,,,,,,,,,,,,,,-6.06,0.06,0.06,4.66,7.47,0.0,0.0,0.1990126,-6.0234024,-5.45,-1.34,4.94,1.04,779.55,391.43,1.04,,,-1.15,0.08,0.08,spectroscopic,-182.26,-208.13,,,,,1.48,,,1.48,,,18.36,
ngc_6569,273.411667,-31.826889,NGC 6569,mw,1,,0.683,0.174,0.138,,,,,,,,Pallanca2023ApJ...950..138P,15.113,0.053,0.053,Baumgardt2021MNRAS.505.5957B,7.38,0.04,0.04,Baumgardt2020PASA...37...46B,-48.5,0.3,0.3,,,,,Pallanca2023ApJ...950..138P,-4.1247,0.0283,0.0283,-7.3543,0.0279,0.0279,Vasiliev2021MNRAS.505.5978V,-0.84,0.01,0.01,,,,,Johnson2018AJ....155...71J,0.332,0.02,0.02,4.83,1.82,2.8,Pallanca2023ApJ...950..138P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.73,0.04,0.04,5.33,10.53,0.0,0.0,0.4809103,-6.6809089,-7.64,-2.01,6.97,2.64,780.82,392.73,2.64,,,-0.84,0.01,0.01,spectroscopic,-34.55,-59.7,,,,,2.08,0.47,0.48,2.08,0.47,0.48,17.43,
ngc_6584,274.656647,-52.215778,NGC 6584,mw,1,,0.88,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,15.669,0.028,0.028,Baumgardt2021MNRAS.505.5957B,8.29,0.03,0.03,Baumgardt2020PASA...37...46B,260.64,1.58,1.58,,,,,Baumgardt2018MNRAS.478.1520B,-0.0898,0.0258,0.0258,-7.2021,0.0254,0.0254,Vasiliev2021MNRAS.505.5978V,-1.5,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,11.75,0.47,0.47,Kruijssen2019MNRAS.486.3180K,,,,,,,,,,,,,,,,,,-7.38,0.03,0.03,5.18,13.61,0.0,0.0,342.1434851,-16.4139237,-11.85,-4.42,5.01,7.02,784.08,396.01,7.02,,,-1.5,,,spectroscopic,197.98,159.21,,,,,3.48,,,3.48,,,18.9,
ngc_6624,275.918793,-30.361029,NGC 6624,mw,1,,0.73,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.521,0.029,0.029,Baumgardt2021MNRAS.505.5957B,7.16,0.07,0.07,Baumgardt2020PASA...37...46B,54.79,0.4,0.4,,,,,Baumgardt2018MNRAS.478.1520B,0.1245,0.0292,0.0292,-6.9357,0.0285,0.0285,Vasiliev2021MNRAS.505.5978V,-0.799,0.002,0.002,0.033,0.002,0.002,,Latour2025A&A...694A.248L,,,,,,,,,,,,,,,12.26,0.54,0.54,Kruijssen2019MNRAS.486.3180K,,,,,,,,,,,,,,,,,,-7.36,0.07,0.07,5.18,8.02,0.0,0.0,2.7883243,-7.9134624,-5.58,-1.72,5.5,1.18,779.39,391.28,1.18,,,-0.8,0.0,0.0,spectroscopic,78.31,56.67,,,,,1.7,,,1.7,,,17.37,
ngc_6626,276.137039,-24.869847,NGC 6626,mw,1,,1.03,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,13.649,0.04,0.04,Baumgardt2021MNRAS.505.5957B,5.62,0.06,0.06,Baumgardt2020PASA...37...46B,11.11,0.6,0.6,,,,,Baumgardt2018MNRAS.478.1520B,-0.278,0.0283,0.0283,-8.9222,0.028,0.028,Vasiliev2021MNRAS.505.5978V,-1.32,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.03,0.06,0.06,5.44,5.37,0.0,0.0,7.798193,-5.5806823,-3.4,-0.97,4.04,2.97,778.04,389.91,2.97,,,-1.32,,,spectroscopic,56.24,39.5,,,,,1.61,,,1.61,,,16.57,
ngc_6637,277.846252,-32.348084,NGC 6637,mw,1,,0.93,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.747,0.026,0.026,Baumgardt2021MNRAS.505.5957B,7.19,0.04,0.04,Baumgardt2020PASA...37...46B,47.48,1.0,1.0,,,,,Baumgardt2018MNRAS.478.1520B,-5.0339,0.0276,0.0276,-5.8322,0.0275,0.0275,Vasiliev2021MNRAS.505.5978V,-0.64,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,12.19,0.53,0.53,Kruijssen2019MNRAS.486.3180K,,,,,,,,,,,,,,,,,,-7.56,0.04,0.04,5.26,8.9,0.0,0.0,1.7228888,-10.2693809,-6.26,-2.25,5.91,1.73,779.71,391.61,1.73,,,-0.64,,,spectroscopic,66.05,44.5,,,,,2.41,,,2.41,,,17.92,
ngc_6638,277.733734,-25.497473,NGC 6638,mw,1,,0.65,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.951,0.075,0.076,Baumgardt2021MNRAS.505.5957B,7.53,0.1,0.1,Baumgardt2020PASA...37...46B,8.63,2.0,2.0,,,,,Baumgardt2018MNRAS.478.1520B,-2.5185,0.0287,0.0287,-4.0756,0.0287,0.0287,Vasiliev2021MNRAS.505.5978V,-0.95,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.42,0.1,0.1,5.2,9.78,0.0,0.0,7.896503,-7.1529809,-6.17,-2.03,7.31,2.34,779.42,391.33,2.34,,,-0.95,,,spectroscopic,53.82,38.07,,,,,1.85,,,1.85,,,17.48,
ngc_6642,277.975957,-23.475602,NGC 6642,mw,1,,0.59,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.529,0.054,0.054,Baumgardt2021MNRAS.505.5957B,8.23,0.05,0.05,Baumgardt2020PASA...37...46B,-60.61,1.35,1.35,,,,,Baumgardt2018MNRAS.478.1520B,-0.173,0.0303,0.0303,-3.8922,0.03,0.03,Vasiliev2021MNRAS.505.5978V,-1.11,0.04,0.04,,,,,Geisler2025arXiv250809970G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.3,0.05,0.05,4.75,8.05,0.0,0.0,9.8145292,-6.4393333,-4.88,-1.6,6.2,1.65,778.66,390.55,1.65,,,-1.11,0.04,0.04,spectroscopic,-7.25,-20.97,,,,,1.38,,,1.38,,,17.97,
ngc_6652,278.940125,-32.990723,NGC 6652,mw,1,,0.53,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.88,0.032,0.032,Baumgardt2021MNRAS.505.5957B,8.64,0.04,0.04,Baumgardt2020PASA...37...46B,-95.37,0.86,0.86,,,,,Baumgardt2018MNRAS.478.1520B,-5.4844,0.0274,0.0274,-4.2739,0.0268,0.0268,Vasiliev2021MNRAS.505.5978V,-0.81,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,12.48,0.46,0.46,Kruijssen2019MNRAS.486.3180K,,,,,,,,,,,,,,,,,,-6.24,0.04,0.04,4.73,9.46,0.0,0.0,1.5339059,-11.3768174,-6.65,-2.57,6.22,2.21,779.88,391.78,2.21,,,-0.81,,,spectroscopic,-77.82,-98.93,,,,,1.46,,,1.46,,,18.15,
ngc_6656,279.099762,-23.904749,NGC 6656,mw,1,,3.31,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,12.595,0.024,0.024,Baumgardt2021MNRAS.505.5957B,4.01,0.04,0.04,Baumgardt2020PASA...37...46B,-148.72,0.78,0.78,7.8,0.3,0.3,,Baumgardt2018MNRAS.478.1520B,9.8506,0.0234,0.0234,-5.6175,0.0232,0.0232,Vasiliev2021MNRAS.505.5978V,-1.816,0.005,0.005,0.064,0.004,0.004,,Latour2025A&A...694A.248L,,,,,,,,,,,,,,,12.67,0.64,0.64,Dotter2011ApJ...738...74D,,,,,,,,,,,,,,,,,,-8.59,0.04,0.04,5.67,3.3,0.0,0.0,9.8922682,-7.5516528,-1.99,-0.72,2.54,4.95,777.2,389.06,4.95,,,-1.82,0.0,0.0,spectroscopic,-95.32,-108.32,5.26,0.03,0.03,,3.18,,,3.18,,,17.5,
ngc_6681,280.803162,-32.29211,NGC 6681,mw,1,,0.79,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.857,0.025,0.025,Baumgardt2021MNRAS.505.5957B,7.7,0.04,0.04,Baumgardt2020PASA...37...46B,216.62,0.84,0.84,5.2,0.5,0.5,,Baumgardt2018MNRAS.478.1520B,1.4307,0.0267,0.0267,-4.7438,0.0261,0.0261,Vasiliev2021MNRAS.505.5978V,-1.556,0.003,0.003,0.01,0.002,0.002,,Latour2025A&A...694A.248L,,,,,,,,,,,,,,,12.77,0.48,0.48,Kruijssen2019MNRAS.486.3180K,,,,,,,,,,,,,,,,,,-7.16,0.04,0.04,5.1,9.36,0.0,0.0,2.8529289,-12.5098648,-6.41,-2.73,6.25,2.31,779.58,391.48,2.31,,,-1.56,0.0,0.0,spectroscopic,239.45,220.6,4.73,0.09,0.08,,2.15,,,2.15,,,18.08,
ngc_6712,283.268021,-8.70596,NGC 6712,mw,1,,1.19,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.341,0.07,0.069,Baumgardt2021MNRAS.505.5957B,7.21,0.03,0.03,Baumgardt2020PASA...37...46B,-107.45,0.29,0.29,4.3,0.4,0.4,,Baumgardt2018MNRAS.478.1520B,3.3629,0.027,0.027,-4.4362,0.0266,0.0266,Vasiliev2021MNRAS.505.5978V,-1.02,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,10.4,1.4,1.4,Dotter2011ApJ...738...74D,,,,,,,,,,,,,,,,,,-7.13,0.03,0.03,5.09,7.38,0.0,0.0,25.3541272,-4.3180111,-2.76,-1.3,6.72,3.52,776.77,388.66,3.52,,,-1.02,,,spectroscopic,8.46,13.76,4.64,0.09,0.08,,2.56,,,2.56,,,18.48,
ngc_6715,283.763855,-30.479862,NGC 6715,sagittarius_1,1,,0.47,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,17.098,0.027,0.027,Baumgardt2021MNRAS.505.5957B,7.1,0.06,0.06,Baumgardt2020PASA...37...46B,143.13,0.43,0.43,10.5,0.3,0.3,,Baumgardt2018MNRAS.478.1520B,-2.6792,0.0253,0.0253,-1.3865,0.0254,0.0254,Vasiliev2021MNRAS.505.5978V,-1.49,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,11.25,0.59,0.59,Kruijssen2019MNRAS.486.3180K,,,,,,,,,,,,,,,,,,-10.0,0.06,0.06,6.23,26.28,0.0,0.0,5.6070226,-14.0871358,-16.98,-8.45,18.19,18.56,784.52,396.77,0.14,,,-1.49,,,spectroscopic,176.96,162.4,5.57,0.03,0.02,,3.59,,,3.59,,,16.35,
ngc_6717,283.775177,-22.701473,NGC 6717,mw,1,,1.2,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.382,0.038,0.038,Baumgardt2021MNRAS.505.5957B,8.3,0.03,0.03,Baumgardt2020PASA...37...46B,30.25,0.9,0.9,,,,,Baumgardt2018MNRAS.478.1520B,-3.1253,0.0273,0.0273,-5.0082,0.0271,0.0271,Vasiliev2021MNRAS.505.5978V,-1.17,0.05,0.05,,,,,Geisler2025arXiv250809970G,,,,,,,,,,,,,,,12.89,0.5,0.5,Kruijssen2019MNRAS.486.3180K,,,,,,,,,,,,,,,,,,-6.08,0.03,0.03,4.67,7.52,0.0,0.0,12.8759817,-10.9002065,-4.18,-2.08,5.89,2.36,777.92,389.8,2.36,,,-1.17,0.05,0.05,spectroscopic,94.87,87.51,,,,,2.63,,,2.63,,,19.59,
ngc_6723,284.888123,-36.632248,NGC 6723,mw,1,,1.51,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.587,0.026,0.026,Baumgardt2021MNRAS.505.5957B,7.06,0.04,0.04,Baumgardt2020PASA...37...46B,-94.39,0.26,0.26,,,,,Baumgardt2018MNRAS.478.1520B,1.0285,0.0255,0.0255,-2.4185,0.0254,0.0254,Vasiliev2021MNRAS.505.5978V,-1.1,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,12.77,0.44,0.44,Kruijssen2019MNRAS.486.3180K,,,,,,,,,,,,,,,,,,-7.53,0.04,0.04,5.24,8.27,0.0,0.0,0.0692858,-17.2989228,-5.8,-3.03,5.05,2.47,779.17,391.06,2.47,,,-1.1,,,spectroscopic,-84.1,-103.22,,,,,3.63,,,3.63,,,18.84,
