key,confirmed_real,confirmed_star_cluster,ra,dec,rhalf,rhalf_em,rhalf_ep,position_angle,position_angle_em,position_angle_ep,ellipticity,ellipticity_em,ellipticity_ep,ellipticity_ul,ref_structure,distance_modulus,distance_modulus_em,distance_modulus_em,distance,distance_em,distance_ep,ref_distance,rhalf_physical,rhalf_sph_physical,apparent_magnitude_V,apparent_magnitude_V_em,apparent_magnitude_V_ep,MV,MV_em,MV_ep,ref_mv,surface_brightness_rhalf,surface_brightness_rhalf_em,surface_brightness_rhalf_ep,ref_surface_brightness,vlos_systemic,vlos_systemic_em,vlos_systemic_ep,vlos_sigma,vlos_sigma_em,vlos_sigma_ep,vlos_sigma_upper_limit,ref_vlos,,pmra,pmra_em,pmra_ep,pmdec,pmdec_em,pmdec_ep,ref_proper_motion,metallicity,metallicity_em,metallicity_ep,metallicity_sigma,metallicity_sigma_em,metallicity_sigma_ep,metallicity_sigma_ul,ref_metallicity,rcore,rcore_em,rcore_ep,rking,rking_em,rking_ep,king_concentration,king_concentration_em,king_concentration_ep,ref_king,rad_sersic,rad_sersic_em,rad_sersic_ep,n_sersic,n_sersic_em,n_sersic_ep,ref_sersic,age,age_em,age_ep,ref_age,metallicity_photometric,metallicity_photometric_em,metallicity_photometric_ep,ref_metallicity_photometric
ngc_7006,1,1,315.372626,16.187323,0.38,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,17.973,0.031,0.031,39.318,0.557,0.565,Baumgardt2021MNRAS.505.5957B,4.346114184,4.346114184,10.47,0.04,0.04,-7.503,0.04,0.04,Baumgardt2020PASA...37...46B,,,,,-383.47,0.73,0.73,,,,,Baumgardt2018MNRAS.478.1520B,,-0.1275,0.0274,0.0274,-0.6329,0.027,0.027,Vasiliev2021MNRAS.505.5978V,-1.52,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,0.51,0.01,0.01,2.55,0.07,0.07,Munoz2018ApJ...860...66M,,,,,,,,
ngc_7078,1,1,322.493042,12.167001,0.65,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,15.149,0.019,0.019,10.709,0.095,0.096,Baumgardt2021MNRAS.505.5957B,2.024829187,2.024829187,5.97,0.07,0.07,-9.179,0.07,0.07,Baumgardt2020PASA...37...46B,,,,,-106.84,0.3,0.3,13.5,0.9,,,Baumgardt2018MNRAS.478.1520B,,-0.6588,0.0239,0.0239,-3.8025,0.0236,0.0236,Vasiliev2021MNRAS.505.5978V,-2.37,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,,,
ngc_7089,1,1,323.362579,-0.82325,0.9,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,15.34,0.021,0.021,11.693,0.114,0.115,Baumgardt2021MNRAS.505.5957B,3.061220242,3.061220242,6.29,0.04,0.04,-9.05,0.04,0.04,Baumgardt2020PASA...37...46B,,,,,-3.78,0.3,0.3,8.2,0.6,,,Baumgardt2018MNRAS.478.1520B,,3.4346,0.0247,0.0247,-2.1588,0.0244,0.0244,Vasiliev2021MNRAS.505.5978V,-1.65,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,,,
ngc_7099,1,1,325.092133,-23.179861,1.03,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.636,0.023,0.023,8.458,0.089,0.09,Baumgardt2021MNRAS.505.5957B,2.534142443,2.534142443,7.28,0.05,0.05,-7.356,0.05,0.05,Baumgardt2020PASA...37...46B,,,,,-185.19,0.17,0.17,5.5,0.4,,,Baumgardt2018MNRAS.478.1520B,,-0.7374,0.0246,0.0246,-7.2987,0.0244,0.0244,Vasiliev2021MNRAS.505.5978V,-2.27,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,,,
ngc_7492,1,1,347.11117,-15.611469,1.07,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,16.936,0.051,0.051,24.39,0.566,0.579,Baumgardt2021MNRAS.505.5957B,7.591396848,7.591396848,11.05,0.03,0.03,-5.886,0.03,0.03,Baumgardt2020PASA...37...46B,,,,,-176.7,0.27,0.27,1.2,1,,,Baumgardt2018MNRAS.478.1520B,,0.7558,0.0279,0.0279,-2.32,0.0276,0.0276,Vasiliev2021MNRAS.505.5978V,-1.78,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,1.25,0.01,0.01,1,0.02,0.02,Munoz2018ApJ...860...66M,,,,,,,,
palomar_1,1,1,53.3335,79.581055,0.62,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,15.241,0.063,0.063,11.176,0.319,0.328,Baumgardt2021MNRAS.505.5957B,2.015599304,2.015599304,13.49,0.03,0.03,-1.751,0.03,0.03,Baumgardt2020PASA...37...46B,,,,,-75.72,0.29,0.29,,,,,Baumgardt2018MNRAS.478.1520B,,-0.2515,0.0342,0.0342,0.0075,0.0373,0.0373,Vasiliev2021MNRAS.505.5978V,-0.65,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,,,
palomar_10,1,1,289.508728,18.571667,1.55,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.758,0.277,0.293,8.944,1.072,1.292,Baumgardt2021MNRAS.505.5957B,4.032641414,4.032641414,7.25,0.03,0.03,-7.508,0.03,0.03,Baumgardt2020PASA...37...46B,,,,,-31.7,0.23,0.23,,,,,Baumgardt2018MNRAS.478.1520B,,-4.3225,0.0285,0.0285,-7.1728,0.0286,0.0286,Vasiliev2021MNRAS.505.5978V,-0.1,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,,,
palomar_11,1,1,296.31,-8.007222,1.5,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,15.734,0.079,0.079,14.024,0.498,0.517,Baumgardt2021MNRAS.505.5957B,6.119124357,6.119124357,10.62,0.03,0.03,-5.114,0.03,0.03,Baumgardt2020PASA...37...46B,,,,,-67.64,0.76,0.76,,,,,Baumgardt2018MNRAS.478.1520B,,-1.7661,0.03,0.03,-4.9709,0.0284,0.0284,Vasiliev2021MNRAS.505.5978V,-0.4,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,,,
palomar_12,1,1,326.661804,-21.252611,1.31,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,16.335,0.035,0.035,18.494,0.295,0.3,Baumgardt2021MNRAS.505.5957B,7.047389356,7.047389356,11.93,0.04,0.04,-4.405,0.04,0.04,Baumgardt2020PASA...37...46B,,,,,27.91,0.28,0.28,,,,,Baumgardt2018MNRAS.478.1520B,,-3.2197,0.0291,0.0291,-3.3335,0.028,0.028,Vasiliev2021MNRAS.505.5978V,-0.85,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,,,
palomar_13,1,1,346.68519,12.771539,1.72,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,16.853,0.037,0.037,23.475,0.397,0.403,Baumgardt2021MNRAS.505.5957B,11.7451932,11.7451932,13.71,0.05,0.05,-3.143,0.05,0.05,Baumgardt2020PASA...37...46B,,,,,25.3,0.22,0.22,0.9,0.3,,,Baumgardt2018MNRAS.478.1520B,,1.7475,0.0487,0.0487,0.1038,0.0473,0.0473,Vasiliev2021MNRAS.505.5978V,-1.88,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,1.26,0.09,0.09,2.22,0.19,0.19,Munoz2018ApJ...860...66M,,,,,,,,
palomar_14,1,1,242.7525,14.957778,1.29,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,19.334,0.048,0.048,73.579,1.609,1.645,Baumgardt2021MNRAS.505.5957B,27.61020992,27.61020992,14.04,0.03,0.03,-5.294,0.03,0.03,Baumgardt2020PASA...37...46B,,,,,72.3,0.14,0.14,0.4,0.1,,,Baumgardt2018MNRAS.478.1520B,,-0.4626,0.0384,0.0384,-0.4132,0.0378,0.0378,Vasiliev2021MNRAS.505.5978V,-1.62,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,1.44,0.06,0.06,1.49,0.08,0.08,Munoz2018ApJ...860...66M,,,,,,,,
palomar_15,1,1,254.9626,-0.539,1.56,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,18.222,0.056,0.056,44.096,1.123,1.152,Baumgardt2021MNRAS.505.5957B,20.01013006,20.01013006,12.65,0.05,0.05,-5.572,0.05,0.05,Baumgardt2020PASA...37...46B,,,,,72.27,1.74,1.74,,,,,Baumgardt2018MNRAS.478.1520B,,-0.5924,0.0369,0.0369,-0.901,0.0343,0.0343,Vasiliev2021MNRAS.505.5978V,-2.07,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,1.45,0.03,0.03,1.04,0.06,0.06,Munoz2018ApJ...860...66M,,,,,,,,
palomar_2,1,1,71.52462,31.3815,0.63,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,17.089,0.107,0.107,26.174,1.253,1.317,Baumgardt2021MNRAS.505.5957B,4.796636023,4.796636023,8.81,0.06,0.06,-8.279,0.06,0.06,Baumgardt2020PASA...37...46B,,,,,-135.97,1.55,1.55,,,,,Baumgardt2018MNRAS.478.1520B,,1.0448,0.0341,0.0341,-1.5218,0.0312,0.0312,Vasiliev2021MNRAS.505.5978V,-1.42,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,0.99,0.02,0.02,1.69,0.04,0.04,Munoz2018ApJ...860...66M,,,,,,,,
palomar_3,1,1,151.381622,0.071667,0.73,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,19.885,0.074,0.074,94.842,3.178,3.288,Baumgardt2021MNRAS.505.5957B,20.13954622,20.13954622,14.45,0.03,0.03,-5.435,0.03,0.03,Baumgardt2020PASA...37...46B,,,,,94.04,0.8,0.8,,,,,Baumgardt2018MNRAS.478.1520B,,0.0861,0.0602,0.0602,-0.1484,0.0709,0.0709,Vasiliev2021MNRAS.505.5978V,-1.63,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,0.72,0.02,0.02,0.87,0.05,0.05,Munoz2018ApJ...860...66M,,,,,,,,
palomar_4,1,1,172.318329,28.973373,0.54,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,20.03,0.055,0.055,101.391,2.536,2.601,Baumgardt2021MNRAS.505.5957B,15.92646104,15.92646104,14.17,0.04,0.04,-5.86,0.04,0.04,Baumgardt2020PASA...37...46B,,,,,72.4,0.24,0.24,,,,,Baumgardt2018MNRAS.478.1520B,,-0.1877,0.0419,0.0419,-0.4761,0.0409,0.0409,Vasiliev2021MNRAS.505.5978V,-1.41,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,0.64,0.02,0.02,1.12,0.08,0.08,Munoz2018ApJ...860...66M,,,,,,,,
palomar_5,1,1,229.019167,-0.121,3.2,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,16.706,0.051,0.051,21.941,0.508,0.52,Baumgardt2021MNRAS.505.5957B,20.4236102,20.4236102,11.77,0.04,0.04,-4.936,0.04,0.04,Baumgardt2020PASA...37...46B,,,,,-58.61,0.15,0.15,1.1,0.2,,,Baumgardt2018MNRAS.478.1520B,,-2.7298,0.0278,0.0278,-2.654,0.0272,0.0272,Vasiliev2021MNRAS.505.5978V,-1.41,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,,,
palomar_6,1,1,265.925812,-26.224995,1.11,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.24,0.138,0.138,7.047,0.433,0.463,Baumgardt2021MNRAS.505.5957B,2.275377019,2.275377019,7.1,0.06,0.06,-7.14,0.06,0.06,Baumgardt2020PASA...37...46B,,,,,174.3,1.6,1.6,,,,,Souza2021A&A...656A..78S,,-9.2219,0.0384,0.0384,-5.3466,0.0361,0.0361,Vasiliev2021MNRAS.505.5978V,-1.1,0.09,,,,,,Souza2021A&A...656A..78S,,,,,,,,,,,,,,,,,,12.5,0.9,,Souza2021A&A...656A..78S,,,,
palomar_8,1,1,280.37729,-19.828858,1.05,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,15.268,0.121,0.122,11.316,0.611,0.652,Baumgardt2021MNRAS.505.5957B,3.456275518,3.456275518,9.12,0.1,0.1,-6.148,0.1,0.1,Baumgardt2020PASA...37...46B,,,,,-31.54,0.21,0.21,,,,,Baumgardt2018MNRAS.478.1520B,,-1.9871,0.027,0.027,-5.6935,0.0267,0.0267,Vasiliev2021MNRAS.505.5978V,-0.37,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,,,
pyxis_1,1,1,136.9869,-37.2266,1.6,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,17.813,0.039,0.039,36.526,0.65,0.662,Baumgardt2021MNRAS.505.5957B,16.99997234,16.99997234,12.33,0.04,0.04,-5.483,0.04,0.04,Baumgardt2020PASA...37...46B,,,,,40.46,0.21,0.21,,,,,Baumgardt2018MNRAS.478.1520B,,1.0304,0.0318,0.0318,0.1378,0.0347,0.0347,Vasiliev2021MNRAS.505.5978V,-1.2,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,1.62,0.04,0.04,0.99,0.05,0.05,Munoz2018ApJ...860...66M,,,,,,,,
rup106,1,1,189.6675,-51.15027778,1.26,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,16.581,0.038,0.038,20.711,0.359,0.365,Baumgardt2021MNRAS.505.5957B,7.590977969,7.590977969,10.43,0.03,0.03,-6.151,0.03,0.03,Baumgardt2020PASA...37...46B,,,,,-38.36,0.26,0.26,,,,,Baumgardt2018MNRAS.478.1520B,,-1.2535,0.0264,0.0264,0.4009,0.0261,0.0261,Vasiliev2021MNRAS.505.5978V,-1.68,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,,,
terzan_1,1,1,263.946667,-30.481778,0.89,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,13.769,0.066,0.066,5.673,0.17,0.175,Baumgardt2021MNRAS.505.5957B,1.468685839,1.468685839,6.26,0.12,0.12,-7.509,0.12,0.12,Baumgardt2020PASA...37...46B,,,,,56.75,1.61,1.61,,,,,Baumgardt2018MNRAS.478.1520B,,-2.8062,0.0553,0.0553,-4.8613,0.0548,0.0548,Vasiliev2021MNRAS.505.5978V,-1.03,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,,,
terzan_10,1,1,270.740833,-26.066944,1.16,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,15.046,0.086,0.086,10.212,0.396,0.412,Baumgardt2021MNRAS.505.5957B,3.445838449,3.445838449,8.03,0.1,0.1,-7.016,0.1,0.1,Baumgardt2020PASA...37...46B,,,,,211.37,2.27,2.27,,,,,Baumgardt2018MNRAS.478.1520B,,2.5655,0.039,0.039,-6.4384,0.0358,0.0358,Vasiliev2021MNRAS.505.5978V,-1,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,,,
terzan_12,1,1,273.065833,-22.741944,1.18,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,13.566,0.161,0.162,5.166,0.369,0.4,Baumgardt2021MNRAS.505.5957B,1.773219613,1.773219613,7.46,0.11,0.11,-6.106,0.11,0.11,Baumgardt2020PASA...37...46B,,,,,95.61,1.21,1.21,,,,,Baumgardt2018MNRAS.478.1520B,,-6.2223,0.037,0.037,-3.0524,0.0336,0.0336,Vasiliev2021MNRAS.505.5978V,-0.5,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,,,
terzan_2,1,1,261.887917,-30.802333,1.06,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.447,0.091,0.091,7.753,0.318,0.332,Baumgardt2021MNRAS.505.5957B,2.390571659,2.390571659,7.34,0.1,0.1,-7.107,0.1,0.1,Baumgardt2020PASA...37...46B,,,,,134.56,0.96,0.96,,,,,Baumgardt2018MNRAS.478.1520B,,-2.1699,0.041,0.041,-6.2626,0.0382,0.0382,Vasiliev2021MNRAS.505.5978V,-0.69,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,,,
terzan_3,1,1,247.162483,-35.339829,2.11,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.417,0.088,0.089,7.644,0.304,0.318,Baumgardt2021MNRAS.505.5957B,4.691689375,4.691689375,8.34,0.17,0.17,-6.077,0.17,0.17,Baumgardt2020PASA...37...46B,,,,,-135.76,0.57,0.57,,,,,Baumgardt2018MNRAS.478.1520B,,-5.5765,0.0267,0.0267,-1.7597,0.0261,0.0261,Vasiliev2021MNRAS.505.5978V,-0.74,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,,,
terzan_4,1,1,262.662506,-31.595528,1.48,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.401,0.088,0.088,7.591,0.302,0.315,Baumgardt2021MNRAS.505.5957B,3.26803594,3.26803594,7.1,0.27,0.27,-7.301,0.27,0.27,Baumgardt2020PASA...37...46B,,,,,-48.96,1.57,1.57,,,,,Baumgardt2018MNRAS.478.1520B,,-5.4616,0.06,0.06,-3.711,0.0481,0.0481,Vasiliev2021MNRAS.505.5978V,-1.41,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,,,
terzan_5,1,1,267.0202,-24.779055,0.92,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.103,0.049,0.049,6.617,0.148,0.15,Baumgardt2021MNRAS.505.5957B,1.770822695,1.770822695,5.02,0.08,0.08,-9.083,0.08,0.08,Baumgardt2020PASA...37...46B,,,,,-82.57,0.73,0.73,,,,,Baumgardt2018MNRAS.478.1520B,,-1.9891,0.0681,0.0681,-5.2433,0.0661,0.0661,Vasiliev2021MNRAS.505.5978V,-0.34,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,,,
terzan_6,1,1,267.69325,-31.275389,0.5,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.308,0.105,0.105,7.271,0.343,0.36,Baumgardt2021MNRAS.505.5957B,1.057524083,1.057524083,7.22,0.07,0.07,-7.088,0.07,0.07,Baumgardt2020PASA...37...46B,,,,,136.45,1.5,1.5,,,,,Baumgardt2018MNRAS.478.1520B,,-4.979,0.0482,0.0482,-7.4313,0.0392,0.0392,Vasiliev2021MNRAS.505.5978V,-0.56,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,,,
terzan_7,1,1,289.432983,-34.657722,0.9,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,16.926,0.044,0.044,24.278,0.487,0.496,Baumgardt2021MNRAS.505.5957B,6.355965537,6.355965537,11.64,0.04,0.04,-5.286,0.04,0.04,Baumgardt2020PASA...37...46B,,,,,159.85,0.14,0.14,,,,,Baumgardt2018MNRAS.478.1520B,,-3.0018,0.0286,0.0286,-1.651,0.0287,0.0287,Vasiliev2021MNRAS.505.5978V,-0.32,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,,,
terzan_8,1,1,295.435028,-33.999474,1.89,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,17.199,0.033,0.033,27.535,0.415,0.421,Baumgardt2021MNRAS.505.5957B,15.1381569,15.1381569,10.68,0.03,0.03,-6.519,0.03,0.03,Baumgardt2020PASA...37...46B,,,,,148.43,0.17,0.17,,,,,Baumgardt2018MNRAS.478.1520B,,-2.4958,0.027,0.027,-1.5807,0.026,0.026,Vasiliev2021MNRAS.505.5978V,-2.16,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,,,
terzan_9,1,1,270.411667,-26.839722,0.99,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,13.806,0.129,0.13,5.77,0.333,0.356,Baumgardt2021MNRAS.505.5957B,1.661640714,1.661640714,7.21,0.13,0.13,-6.596,0.13,0.13,Baumgardt2020PASA...37...46B,,,,,68.49,0.56,0.56,,,,,Baumgardt2018MNRAS.478.1520B,,-2.1211,0.0517,0.0517,-7.7633,0.0485,0.0485,Vasiliev2021MNRAS.505.5978V,-1.05,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,,,
ton_2,1,1,264.042,-38.5561,1.41,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.221,0.104,0.104,6.987,0.326,0.344,Baumgardt2021MNRAS.505.5957B,2.865734639,2.865734639,7.4,0.06,0.06,-6.821,0.06,0.06,Baumgardt2020PASA...37...46B,,,,,-184.72,1.12,1.12,,,,,Baumgardt2018MNRAS.478.1520B,,-5.9041,0.0308,0.0308,-0.7551,0.0294,0.0294,Vasiliev2021MNRAS.505.5978V,-0.7,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,,,
uks_1,1,1,268.613312,-24.145277,0.66,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,15.963,0.078,0.078,15.581,0.55,0.57,Baumgardt2021MNRAS.505.5957B,2.991337258,2.991337258,9.17,,,-6.793,,,Baumgardt2020PASA...37...46B,,,,,59.38,2.63,2.63,,,,,Baumgardt2018MNRAS.478.1520B,,-2.0401,0.0948,0.0948,-2.7541,0.0633,0.0633,Vasiliev2021MNRAS.505.5978V,-0.64,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,,,
whiting_1,1,0,30.737499,-3.252778,1.06,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,17.428,0.083,0.083,30.591,1.147,1.192,Baumgardt2021MNRAS.505.5957B,9.432474863,9.432474863,13.24,0.08,0.08,-4.188,0.08,0.08,Baumgardt2020PASA...37...46B,,,,,-130.41,1.79,1.79,,,,,Baumgardt2018MNRAS.478.1520B,,-0.2277,0.0653,0.0653,-2.0458,0.0561,0.0561,Vasiliev2021MNRAS.505.5978V,,,,,,,,,,,,,,,,,,,0.73,0.07,0.07,2.19,0.26,0.26,Munoz2018ApJ...860...66M,6.5,0.5,1,Carraro2007A&A...466..181C,-0.65,0.12,0.09,Carraro2007A&A...466..181C
